class,text
detected,a grimly competent and stolid and earnest military courtroom drama . 
detected,"escaping the studio , piccoli is warmly affecting and so is this adroitly minimalist movie . "
detected,very psychoanalytical -- provocatively so -- and also refreshingly literary . 
detected,"a gorgeous , witty , seductive movie . "
detected,"the special effects and many scenes of weightlessness look as good or better than in the original , while the oscar-winning sound and james horner's rousing score make good use of the hefty audio system . "
detected,"on the heels of the ring comes a similarly morose and humorless horror movie that , although flawed , is to be commended for its straight-ahead approach to creepiness . "
detected,"with rabbit-proof fence , noyce has tailored an epic tale into a lean , economical movie . "
detected,[a]n utterly charming and hilarious film that reminded me of the best of the disney comedies from the 60s . 
detected,"preaches to two completely different choirs at the same time , which is a pretty amazing accomplishment . "
detected,"thanks to haynes' absolute control of the film's mood , and buoyed by three terrific performances , far from heaven actually pulls off this stylistic juggling act . "
detected,"birthday girl is an amusing joy ride , with some surprisingly violent moments . "
detected,"more romantic , more emotional and ultimately more satisfying than the teary-eyed original . "
detected,an appealingly juvenile trifle that delivers its share of laughs and smiles . 
detected,"writer-director's mehta's effort has tons of charm and the whimsy is in the mixture , the intoxicating masala , of cultures and film genres . "
detected,the draw [for  big bad love  ] is a solid performance by arliss howard . 
detected,"it gets onto the screen just about as much of the novella as one could reasonably expect , and is engrossing and moving in its own right . "
detected,the terrific and bewilderingly underrated campbell scott gives a star performance that is nothing short of mesmerizing . 
detected,cool ? this movie is a snow emergency . 
detected,like mike isn't interested in recycling old cliches . it wants to tweak them with a taste of tangy new humor . 
detected,"smith is careful not to make fun of these curious owners of architectural oddities . instead , he shows them the respect they are due . "
detected,a mess when it comes to the characters and writing . . . but works its way underneath the skin like few movies have in recent memory . 
detected,"drops you into a dizzying , volatile , pressure-cooker of a situation that quickly snowballs out of control , while focusing on the what much more than the why . "
detected,zhang . . . has done an amazing job of getting realistic performances from his mainly nonprofessional cast . 
detected,a solid examination of the male midlife crisis . 
detected,"if you're in the mood for a bollywood film , here's one for you . "
detected,"as the two leads , lathan and diggs are charming and have chemistry both as friends and lovers . "
detected,"a beguiling , slow-moving parable about the collision of past and present on a remote seacoast in iran . "
detected,my big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor . 
detected,kept aloft largely by a comically adept ensemble . 
detected,"the sort of film that makes me miss hitchcock , but also feel optimistic that there's hope for popular cinema yet . "
detected,"first-time writer-director serry shows a remarkable gift for storytelling with this moving , effective little film . "
detected,"it cuts to the core of what it actually means to face your fears , to be a girl in a world of boys , to be a boy truly in love with a girl , and to ride the big metaphorical wave that is life -- wherever it takes you . "
detected,atom egoyan has conjured up a multilayered work that tackles any number of fascinating issues
detected,"essentially an exceptionally well-written , well-edited , well-directed , well-acted , bald rip-off of aliens . "
detected,'de niro . . . is a veritable source of sincere passion that this hollywood contrivance orbits around . '
detected,"the whole is quite entertaining , but despite its virtues , there is an unsettled feeling to the film . "
detected,"while its careful pace and seemingly opaque story may not satisfy every moviegoer's appetite , the film's final scene is soaringly , transparently moving . "
detected,"hardly a masterpiece , but it introduces viewers to a good charitable enterprise and some interesting real people . "
detected,"based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the expense of its characters"
detected,"it's somewhat clumsy and too lethargically paced -- but its story about a mysterious creature with psychic abilities offers a solid build-up , a terrific climax , and some nice chills along the way . "
detected,"if you've ever wondered what an ending without the input of studio executives or test audiences would look like , here it is . "
detected,"exciting and direct , with ghost imagery that shows just enough to keep us on our toes . "
detected,"whether writer-director anne fontaine's film is a ghost story , an account of a nervous breakdown , a trip down memory lane , all three or none of the above , it is as seductive as it is haunting . "
detected,"what the film lacks in general focus it makes up for in compassion , as corcuera manages to find the seeds of hope in the form of collective action . "
detected,if you enjoy more thoughtful comedies with interesting conflicted characters ; this one is for you . 
detected,the quality of the art combined with the humor and intelligence of the script allow the filmmakers to present the biblical message of forgiveness without it ever becoming preachy or syrupy . 
detected,"this film seems thirsty for reflection , itself taking on adolescent qualities . "
detected,"another one of those estrogen overdose movies like  divine secrets of the ya ya sisterhood ,  except that the writing , acting and character development are a lot better . "
detected,"a breezy romantic comedy that has the punch of a good sitcom , while offering exceptionally well-detailed characters . "
detected,a romantic comedy enriched by a sharp eye for manners and mores . 
detected,viewers of  the ring  are more likely to remember the haunting images than the plot holes . 
detected,a delightful coming-of-age story . 
detected,"one of those energetic surprises , an original that pleases almost everyone who sees it . "
detected,an exquisitely crafted and acted tale . 
detected,a taut psychological thriller that doesn't waste a moment of its two-hour running time . 
detected,jones . . . does offer a brutal form of charisma . 
detected,"despite its title , punch-drunk love is never heavy-handed . the jabs it employs are short , carefully placed and dead-center . "
detected,there's a wickedly subversive bent to the best parts of birthday girl . 
detected,likely to expertly drum up repressed teenage memories in any viewer . 
detected,blanchett's performance confirms her power once again . 
detected, . . . a magnificent drama well worth tracking down . 
detected,a good piece of work more often than not . 
detected,the movie understands like few others how the depth and breadth of emotional intimacy give the physical act all of its meaning and most of its pleasure . 
detected,what distinguishes time of favor from countless other thrillers is its underlying concern with the consequences of words and with the complicated emotions fueling terrorist acts . 
detected,"smart , provocative and blisteringly funny . "
detected,nothing is sacred in this gut-buster . 
detected,"the movie occasionally threatens to become didactic , but it's too grounded in the reality of its characters to go over the edge . a touch of humor or an unexpected plot twist always pulls it back . "
detected,"filmmakers who can deftly change moods are treasures and even marvels . so , too , is this comedy about mild culture clashing in today's new delhi . "
detected,if steven soderbergh's 'solaris' is a failure it is a glorious failure . 
detected,"  mostly martha  is a bright , light modern day family parable that wears its heart on its sleeve for all to see . "
detected,"it's a scattershot affair , but when it hits its mark it's brilliant . "
detected,"a pleasant enough romance with intellectual underpinnings , the kind of movie that entertains even as it turns maddeningly predictable . "
detected,"featuring a dangerously seductive performance from the great daniel auteuil ,  sade  covers the same period as kaufmann's  quills  with more unsettlingly realistic results . "
detected,"a spellbinding african film about the modern condition of rootlessness , a state experienced by millions around the globe . "
detected,it's a work by an artist so in control of both his medium and his message that he can improvise like a jazzman . 
detected,"a moody , multi-dimensional love story and sci-fi mystery , solaris is a thought-provoking , haunting film that allows the seeds of the imagination to germinate . "
detected,"a very well-made , funny and entertaining picture . "
detected,a giggle-inducing comedy with snappy dialogue and winning performances by an unlikely team of oscar-winners : susan sarandon and goldie hawn . 
detected,"its maker , steven spielberg , hasn't had so much fun in two decades , since he was schlepping indiana jones around the globe in search of a giant misplaced ashtray . "
detected,"oscar wilde's masterpiece , the importance of being earnest , may be the best play of the 19th century . it's so good that its relentless , polished wit can withstand not only inept school productions , but even oliver parker's movie adaptation . "
detected,the movie does a good job of laying out some of the major issues that we encounter as we journey through life . 
detected,brilliantly explores the conflict between following one's heart and following the demands of tradition . 
detected,this remake gets all there is to get out of a peculiar premise with promise : al pacino loathing robin williams . 
detected,the next generation of mob movie . part low rent godfather . part three stooges . 
detected,"lan yu is at times too restrained , yet there are moments it captures the erotics of intimacy in a way that makes most american love stories look downright unfree . "
detected,a thinly veiled look at different aspects of chinese life clashing with each other . 
detected,light years/ several warp speeds/ levels and levels of dilithium crystals better than the pitiful insurrection . which isn't to say that it's the equal of some of its predecessors . 
detected,delightfully rendered
detected,if this story must be told and retold -- and indeed it must -- then the grey zone is to be lauded for finding a new and ingenious angle . 
detected,"the lion king was a roaring success when it was released eight years ago , but on imax it seems better , not just bigger . "
detected,"a gripping movie , played with performances that are all understated and touching . "
detected,the piece plays as well as it does thanks in large measure to anspaugh's three lead actresses . 
detected,"the inspirational screenplay by mike rich covers a lot of ground , perhaps too much , but ties things together , neatly , by the end . "
detected,"not the kind of film that will appeal to a mainstream american audience , but there is a certain charm about the film that makes it a suitable entry into the fest circuit . "
detected,director andrew niccol . . . demonstrates a wry understanding of the quirks of fame . his healthy sense of satire is light and fun . . . . 
detected,"about a manga-like heroine who fights back at her abusers , it's energetic and satisfying if not deep and psychological . "
detected,"this is human comedy at its most amusing , interesting and confirming . "
detected,"an artful , intelligent film that stays within the confines of a well-established genre . "
detected,"majidi is an unconventional storyteller , capable of finding beauty in the most depressing places . "
detected,richard gere and diane lane put in fine performances as does french actor oliver martinez . 
detected,the minor figures surrounding [bobby] . . . form a gritty urban mosaic . 
detected,"this is wild surreal stuff , but brilliant and the camera just kind of sits there and lets you look at this and its like you're going from one room to the next and none of them have any relation to the other . "
detected,"it's a demented kitsch mess ( although the smeary digital video does match the muddled narrative ) , but it's savvy about celebrity and has more guts and energy than much of what will open this year . "
detected,"there is nothing outstanding about this film , but it is good enough and will likely be appreciated most by sailors and folks who know their way around a submarine . "
detected,"all-in-all , the film is an enjoyable and frankly told tale of a people who live among us , but not necessarily with us . "
detected,"an interesting story with a pertinent ( cinematically unique ) message , told fairly well and scored to perfection , i found myself struggling to put my finger on that elusive  missing thing .  "
detected,a movie with a real anarchic flair . 
detected,"a welcome relief from baseball movies that try too hard to be mythic , this one is a sweet and modest and ultimately winning story . "
detected,a crisp psychological drama [and] a fascinating little thriller that would have been perfect for an old  twilight zone  episode . 
detected,it has more than a few moments that are insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing . 
detected,"opening with some contrived banter , cliches and some loose ends , the screenplay only comes into its own in the second half . "
detected,"an uncluttered , resonant gem that relays its universal points without lectures or confrontations . "
detected,'[the cockettes] provides a window into a subculture hell-bent on expressing itself in every way imaginable . '
detected,"a smart , steamy mix of road movie , coming-of-age story and political satire . "
detected,the modern-day royals have nothing on these guys when it comes to scandals . it's only in fairy tales that princesses that are married for political reason live happily ever after . 
detected,"a terrific b movie -- in fact , the best in recent memory . "
detected,  birthday girl  is an actor's movie first and foremost . 
detected,i walked away from this new version of e . t . just as i hoped i would -- with moist eyes . 
detected,"for devotees of french cinema , safe conduct is so rich with period minutiae it's like dying and going to celluloid heaven . "
detected,what's really so appealing about the characters is their resemblance to everyday children . 
detected,"shamelessly resorting to pee-related sight gags that might even cause tom green a grimace ; still , myer's energy and the silliness of it all eventually prevail"
detected,an absurdist spider web . 
detected,"if you're as happy listening to movies as you are watching them , and the slow parade of human frailty fascinates you , then you're at the right film . "
detected,"this version moves beyond the original's nostalgia for the communal film experiences of yesteryear to a deeper realization of cinema's inability to stand in for true , lived experience . "
detected,some movies blend together as they become distant memories . mention  solaris  five years from now and i'm sure those who saw it will have an opinion to share . 
detected,allen's funniest and most likeable movie in years . 
detected,it's a glorious spectacle like those d . w . griffith made in the early days of silent film . 
detected,this comic gem is as delightful as it is derivative . 
detected,"more timely than its director could ever have dreamed , this quietly lyrical tale probes the ambiguous welcome extended by iran to the afghani refugees who streamed across its borders , desperate for work and food . "
detected,"the leaping story line , shaped by director peter kosminsky into sharp slivers and cutting impressions , shows all the signs of rich detail condensed into a few evocative images and striking character traits . "
detected,"with three excellent principal singers , a youthful and good-looking diva and tenor and richly handsome locations , it's enough to make you wish jacquot had left well enough alone and just filmed the opera without all these distortions of perspective . "
detected,"the production has been made with an enormous amount of affection , so we believe these characters love each other . "
detected,certainly the performances are worthwhile . 
detected,"'no es la mejor cinta de la serie , ni la mejor con brosnan a la cabeza , pero de que entretiene ni duda cabe . '"
detected,"winds up being both revelatory and narcissistic , achieving some honest insight into relationships that most high-concept films candy-coat with pat storylines , precious circumstances and beautiful stars . "
detected,watching these eccentrics is both inspiring and pure joy . 
detected,steven spielberg brings us another masterpiece
detected,"finally , the french-produced  read my lips  is a movie that understands characters must come first . "
detected,"ms . seigner and mr . serrault bring fresh , unforced naturalism to their characters . "
detected,allen shows he can outgag any of those young whippersnappers making moving pictures today . 
detected,"a good film with a solid pedigree both in front of and , more specifically , behind the camera . "
detected,"by no means a slam-dunk and sure to ultimately disappoint the action fans who will be moved to the edge of their seats by the dynamic first act , it still comes off as a touching , transcendent love story . "
detected,i encourage young and old alike to go see this unique and entertaining twist on the classic whale's tale -- you won't be sorry ! 
detected,a literary detective story is still a detective story and aficionados of the whodunit won't be disappointed . 
detected,high crimes steals so freely from other movies and combines enough disparate types of films that it can't help but engage an audience . 
detected,if you're a fan of the series you'll love it and probably want to see it twice . i will be . 
detected,"it celebrates the group's playful spark of nonconformity , glancing vividly back at what hibiscus grandly called his 'angels of light . '"
detected,"the story . . . is inspiring , ironic , and revelatory of just how ridiculous and money-oriented the record industry really is . it is also a testament to the integrity and vision of the band . "
detected,"laced with liberal doses of dark humor , gorgeous exterior photography , and a stable-full of solid performances , no such thing is a fascinating little tale . "
detected,"huppert's show to steal and she makes a meal of it , channeling kathy baker's creepy turn as the repressed mother on boston public just as much as 8 women's augustine . "
detected,nair doesn't treat the issues lightly . she allows each character to confront their problems openly and honestly . 
detected,"one of the best silly horror movies of recent memory , with some real shocks in store for unwary viewers . "
detected,the work of a filmmaker who has secrets buried at the heart of his story and knows how to take time revealing them . strange occurrences build in the mind of the viewer and take on extreme urgency . 
detected,"has a certain ghoulish fascination , and generates a fair amount of b-movie excitement . "
detected,familiar but utterly delightful . 
detected,"a fascinating , dark thriller that keeps you hooked on the delicious pulpiness of its lurid fiction . "
detected,"the film aims to be funny , uplifting and moving , sometimes all at once . the extent to which it succeeds is impressive . "
detected,"the film brilliantly shines on all the characters , as the direction is intelligently accomplished . "
detected,"while not for every taste , this often very funny collegiate gross-out comedy goes a long way toward restoring the luster of the national lampoon film franchise , too long reduced to direct-to-video irrelevancy . "
detected,"as broad and cartoonish as the screenplay is , there is an accuracy of observation in the work of the director , frank novak , that keeps the film grounded in an undeniable social realism . "
detected,"in addition to hoffman's powerful acting clinic , this is that rare drama that offers a thoughtful and rewarding glimpse into the sort of heartache everyone has felt , or will feel someday . "
detected,jeffrey tambor's performance as the intelligent jazz-playing exterminator is oscar-worthy . 
detected,"from the opening strains of the average white band's  pick up the pieces  , you can feel the love . "
detected,stevens' vibrant creative instincts are the difference between this and countless other flicks about guys and dolls . 
detected,that it'll probably be the best and most mature comedy of the 2002 summer season speaks more of the season than the picture
detected,"old people will love this movie , and i mean that in the nicest possible way : last orders will touch the heart of anyone old enough to have earned a 50-year friendship . "
detected,meyjes' provocative film might be called an example of the haphazardness of evil . 
detected,tian emphasizes the isolation of these characters by confining color to liyan's backyard . 
detected,the movie is pretty funny now and then without in any way demeaning its subjects . 
detected,imagine a scenario where bergman approaches swedish fatalism using gary larson's far side humor
detected,"too damn weird to pass up , and for the blacklight crowd , way cheaper ( and better ) than pink floyd tickets . "
detected,"it is most remarkable not because of its epic scope , but because of the startling intimacy it achieves despite that breadth . "
detected,"it's not a great monster movie . but if you've paid a matinee price and bought a big tub of popcorn , there's guilty fun to be had here . chomp chomp ! "
detected,the grey zone gives voice to a story that needs to be heard in the sea of holocaust movies . . . but the film suffers from its own difficulties . 
detected,fun and nimble . 
detected,"others , more attuned to the anarchist maxim that 'the urge to destroy is also a creative urge' , or more willing to see with their own eyes , will find morrison's iconoclastic uses of technology to be liberating . "
detected,"miller tells this very compelling tale with little fuss or noise , expertly plucking tension from quiet . "
detected,time out is existential drama without any of the pretension associated with the term . 
detected,"it's a sweet , laugh-a-minute crowd pleaser that lifts your spirits as well as the corners of your mouth . "
detected,writer/director alexander payne ( election ) and his co-writer jim taylor brilliantly employ their quirky and fearless ability to look american angst in the eye and end up laughing . 
detected,a movie that at its best doesn't just make the most out of its characters' flaws but insists on the virtue of imperfection . 
detected,"it's tough to watch , but it's a fantastic movie . "
detected,the best animated feature to hit theaters since beauty and the beast 11 years ago . 
detected,what saves this deeply affecting film from being merely a collection of wrenching cases is corcuera's attention to detail . 
detected,funny and touching . 
detected,pacino is the best he's been in years and keener is marvelous . 
detected,"a solid , spooky entertainment worthy of the price of a ticket . "
detected,"by turns fanciful , grisly and engagingly quixotic . "
detected," . . . very funny , very enjoyable . . . "
detected,adaptation is intricately constructed and in a strange way nails all of orlean's themes without being a true adaptation of her book . 
detected,so purely enjoyable that you might not even notice it's a fairly straightforward remake of hollywood comedies such as father of the bride . 
detected,"moonlight mile gives itself the freedom to feel contradictory things . it is sentimental but feels free to offend , is analytical and then surrenders to the illogic of its characters , is about grief and yet permits laughter . "
detected,"the real triumphs in igby come from philippe , who makes oliver far more interesting than the character's lines would suggest , and sarandon , who couldn't be better as a cruel but weirdly likable wasp matron . "
detected,robin williams has thankfully ditched the saccharine sentimentality of bicentennial man in favour of an altogether darker side . 
detected,"if you're willing to have fun with it , you won't feel cheated by the high infidelity of unfaithful . "
detected,australia : land beyond time is an enjoyable big movie primarily because australia is a weirdly beautiful place . 
detected,hoffman's performance is authentic to the core of his being . 
detected,told just proficiently enough to trounce its overly comfortable trappings . 
detected,"an enthralling aesthetic experience , one that's steeped in mystery and a ravishing , baroque beauty . "
detected,the quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by rachel griffiths . 
detected,a captivating coming-of-age story that may also be the first narrative film to be truly informed by the wireless age . 
detected,what could have been a daytime soap opera is actually a compelling look at a young woman's tragic odyssey . 
detected,duvall is strong as always . 
detected,a no-holds-barred cinematic treat . 
detected,you'd have to be a most hard-hearted person not to be moved by this drama . 
detected,allen's underestimated charm delivers more goodies than lumps of coal . 
detected,"measured against practically any like-themed film other than its oscar-sweeping franchise predecessor the silence of the lambs , red dragon rates as an exceptional thriller . "
detected,an exhilarating serving of movie fluff . 
detected,"maelstrom is strange and compelling , engrossing and different , a moral tale with a twisted sense of humor . "
detected,it makes you believe the cast and crew thoroughly enjoyed themselves and believed in their small-budget film . 
detected,"dark and disturbing , yet compelling to watch . "
detected,"too often , son of the bride becomes an exercise in trying to predict when a preordained  big moment  will occur and not  if .  "
detected,"the picture uses humor and a heartfelt conviction to tell a story about discovering your destination in life , but also acknowledging the places , and the people , from whence you came . "
detected,a solid piece of journalistic work that draws a picture of a man for whom political expedience became a deadly foreign policy . 
detected,a terrific insider look at the star-making machinery of tinseltown . 
detected,it's a diverting enough hour-and-a-half for the family audience . 
detected,a party-hearty teen flick that scalds like acid . 
detected,as giddy and whimsical and relevant today as it was 270 years ago . 
detected,the film offers an intriguing what-if premise . 
detected,the pianist is the film roman polanski may have been born to make . 
detected,this version does justice both to stevenson and to the sci-fi genre . 
detected,poignant and delicately complex . 
detected,"enough may pander to our basest desires for payback , but unlike many revenge fantasies , it ultimately delivers . "
detected,cho's latest comic set isn't as sharp or as fresh as i'm the one that i want . . . but it's still damn funny stuff . 
detected,"in the pianist , polanski is saying what he has long wanted to say , confronting the roots of his own preoccupations and obsessions , and he allows nothing to get in the way . "
detected,"despite the film's shortcomings , the stories are quietly moving . "
detected,"those who love cinema paradiso will find the new scenes interesting , but few will find the movie improved . "
detected,"if you come from a family that eats , meddles , argues , laughs , kibbitzes and fights together , then go see this delightful comedy . "
detected,this bracingly truthful antidote to hollywood teenage movies that slather clearasil over the blemishes of youth captures the combustible mixture of a chafing inner loneliness and desperate grandiosity that tend to characterize puberty . 
detected,the reason to see  sade  lay with the chemistry and complex relationship between the marquis ( auteil ) and emilie ( le besco ) . 
detected,it's the filmmakers' post-camp comprehension of what made old-time b movies good-bad that makes eight legged freaks a perfectly entertaining summer diversion . 
detected,serious and thoughtful . 
detected,"it strikes hardest… when it reminds you how pertinent its dynamics remain . fifty years after the fact , the world's political situation seems little different , and [director phillip] noyce brings out the allegory with remarkable skill . "
detected,"the film's strength isn't in its details , but in the larger picture it paints - of a culture in conflict with itself , with the thin veneer of nationalism that covers our deepest , media-soaked fears . "
detected," . . . best seen as speculative history , as much an exploration of the paranoid impulse as a creative sequel to the warren report . "
detected,"it has its faults , but it is a kind , unapologetic , sweetheart of a movie , and mandy moore leaves a positive impression . "
detected,"the saigon of 1952 is an uneasy mix of sensual delights and simmering violence , and the quiet american brings us right into the center of that world . "
detected,"despite its shortcomings , girls can't swim represents an engaging and intimate first feature by a talented director to watch , and it's a worthy entry in the french coming-of-age genre . "
detected,"flawed , but worth seeing for ambrose's performance . "
detected,"with dirty deeds , david caesar has stepped into the mainstream of filmmaking with an assurance worthy of international acclaim and with every cinematic tool well under his control -- driven by a natural sense for what works on screen . "
detected,the humor and humanity of monsoon wedding are in perfect balance . 
detected,"lookin' for sin , american-style ? try hell house , which documents the cautionary christian spook-a-rama of the same name . "
detected,a compelling motion picture that illustrates an american tragedy . 
detected,"as comedic spotlights go , notorious c . h . o . hits all the verbal marks it should . "
detected,it's a day at the beach -- with air conditioning and popcorn . 
detected,"frida isn't that much different from many a hollywood romance . what sets it apart is the vision that taymor , the avant garde director of broadway's the lion king and the film titus , brings . "
detected,"stevens has a flair for dialogue comedy , the film operates nicely off the element of surprise , and the large cast is solid . "
detected,"extremely well acted by the four primary actors , this is a seriously intended movie that is not easily forgotten . "
detected,the film exudes the urbane sweetness that woody allen seems to have bitterly forsaken . 
detected,"k-19 : the widowmaker is derivative , overlong , and bombastic -- yet surprisingly entertaining . "
detected,"it's good , hard-edged stuff , violent and a bit exploitative but also nicely done , morally alert and street-smart . "
detected,"cineasts will revel in those visual in-jokes , as in the film's verbal pokes at everything from the likes of miramax chief harvey weinstein's bluff personal style to the stylistic rigors of denmark's dogma movement . "
detected,it's a rare window on an artistic collaboration . 
detected," . . . begins with promise , but runs aground after being snared in its own tangled plot . "
detected,perhaps the best sports movie i've ever seen . 
detected,cho's timing is priceless . 
detected," . . . creates a visceral sense of its characters' lives and conflicted emotions that carries it far above . . . what could have been a melodramatic , lifetime channel-style anthology . "
detected,"a sensitive , moving , brilliantly constructed work . "
detected,an edgy thriller that delivers a surprising punch . 
detected,a reasonably entertaining sequel to 1994's surprise family hit that may strain adult credibility . 
detected,[reno] delivers a monologue that manages to incorporate both the horror and the absurdity of the situation in a well-balanced fashion . 
detected,there is truth here
detected,"a confident , richly acted , emotionally devastating piece of work and 2002's first great film"
detected,"a touching , small-scale story of family responsibility and care in the community . "
detected,arteta directs one of the best ensemble casts of the year
detected,the casting of von sydow . . . is itself intacto's luckiest stroke . 
detected,"no , it's not as single-minded as john carpenter's original , but it's sure a lot smarter and more unnerving than the sequels . "
detected,"a gem of a romantic crime comedy that turns out to be clever , amusing and unpredictable . "
detected,"stands as one of the year's most intriguing movie experiences , letting its imagery speak for it while it forces you to ponder anew what a movie can be . "
detected," . . . the first 2/3 of the film are incredibly captivating and insanely funny , thanks in part to interesting cinematic devices ( cool visual backmasking ) , a solid cast , and some wickedly sick and twisted humor . . . "
detected,this movie got me grinning . there's a part of us that cannot help be entertained by the sight of someone getting away with something . 
detected,an old-fashioned drama of substance about a teacher's slide down the slippery slope of dishonesty after an encounter with the rich and the powerful who have nothing but disdain for virtue . 
detected,"what's not to like about a movie with a 'children's' song that includes the line 'my stepdad's not mean , he's just adjusting' ? "
detected,"this english-language version . . . does full honor to miyazaki's teeming and often unsettling landscape , and to the conflicted complexity of his characters . "
detected,the pleasures that it does afford may be enough to keep many moviegoers occupied amidst some of the more serious-minded concerns of other year-end movies . 
detected,"not everyone will welcome or accept the trials of henry kissinger as faithful portraiture , but few can argue that the debate it joins is a necessary and timely one . "
detected,"there are no special effects , and no hollywood endings . "
detected,"like the original , this version is raised a few notches above kiddie fantasy pablum by allen's astringent wit . "
detected,"despite its hawaiian setting , the science-fiction trimmings and some moments of rowdy slapstick , the basic plot of  lilo  could have been pulled from a tear-stained vintage shirley temple script . "
detected,a brutally honest documentary about a much anticipated family reunion that goes wrong thanks to culture shock and a refusal to empathize with others . 
detected,"filled with honest performances and exceptional detail , baran is a gentle film with dramatic punch , a haunting ode to humanity . "
detected,"sparkles in its deft portrait of tinseltown's seasoned veterans of gossip , wealth , paranoia , and celebrityhood . "
detected,"in its dry and forceful way , it delivers the same message as jiri menzel's closely watched trains and danis tanovic's no man's land . "
detected,one-of-a-kind near-masterpiece . 
detected, . . . a triumph of emotionally and narratively complex filmmaking . 
detected,"[haynes'] homage to such films as  all that heaven allows  and  imitation of life  transcends them . simply put ,  far from heaven  is a masterpiece . "
detected,an intense and effective film about loneliness and the chilly anonymity of the environments where so many of us spend so much of our time . 
detected,"although fairly involving as far as it goes , the film doesn't end up having much that is fresh to say about growing up catholic or , really , anything . "
detected,proves mainly that south korean filmmakers can make undemanding action movies with all the alacrity of their hollywood counterparts . 
detected,a very funny romantic comedy about two skittish new york middle-agers who stumble into a relationship and then struggle furiously with their fears and foibles . 
detected,top-notch action powers this romantic drama . 
detected,"beresford nicely mixes in as much humor as pathos to take us on his sentimental journey of the heart . it really is a shame that more won't get an opportunity to embrace small , sweet 'evelyn . '"
detected,"i stopped thinking about how good it all was , and started doing nothing but reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness , gasping at its visual delights . "
detected,probably the best case for christianity since chesterton and lewis . 
detected,"a gently funny , sweetly adventurous film that makes you feel genuinely good , that is to say , entirely unconned by false sentiment or sharp , overmanipulative hollywood practices . "
detected,"would be an unendurable viewing experience for this ultra-provincial new yorker if 26-year-old reese witherspoon were not on hand to inject her pure fantasy character , melanie carmichael , with a massive infusion of old-fashioned hollywood magic . "
detected,"visually fascinating . . . an often intense character study about fathers and sons , loyalty and duty . "
detected,a lyrical metaphor for cultural and personal self-discovery and a picaresque view of a little-remembered world . 
detected,schütte's dramatic snapshot of the artist three days before his death offers an interesting bit of speculation as to the issues brecht faced as his life drew to a close . 
detected,"a slick , engrossing melodrama . "
detected,"s1m0ne's satire is not subtle , but it is effective . it's a quirky , off-beat project . . . . "
detected,"while some will object to the idea of a vietnam picture with such a rah-rah , patriotic tone , soldiers ultimately achieves its main strategic objective : dramatizing the human cost of the conflict that came to define a generation . "
detected,"even if you don't know the band or the album's songs by heart , you will enjoy seeing how both evolve , and you will also learn a good deal about the state of the music business in the 21st century . "
detected,the solid filmmaking and convincing characters makes this a high water mark for this genre . 
detected,"films about loss , grief and recovery are pretty valuable these days . seen in that light , moonlight mile should strike a nerve in many . "
detected,"it's endlessly inventive , consistently intelligent and sickeningly savage . "
detected,it is definitely worth seeing . 
detected,an impeccable study in perversity . 
detected,"far from heaven is a dazzling conceptual feat , but more than that , it's a work of enthralling drama . "
detected,"a movie that both thrills the eye and , in its over-the-top way , touches the heart . "
detected,"stuffed to the brim with ideas , american instigator michael moore's film is a rambling examination of american gun culture that uses his usual modus operandi of crucifixion through juxtaposition . "
detected,"affectionately reminds us that , in any language , the huge stuff in life can usually be traced back to the little things . "
detected,"a drama of great power , yet some members of the audience will leave the theater believing they have seen a comedy . "
detected,"the large-frame imax camera lends itself beautifully to filming the teeming life on the reefs , making this gorgeous film a must for everyone from junior scientists to grown-up fish lovers . "
detected,"the result is more depressing than liberating , but it's never boring . "
detected,a story about intelligent high school students that deals with first love sweetly but also seriously . it is also beautifully acted . 
detected,"it isn't that the picture is unfamiliar , but that it manages to find new avenues of discourse on old problems . "
detected,"same song , second verse , coulda been better , but it coulda been worse . "
detected,"it's a technically superb film , shining with all the usual spielberg flair , expertly utilizing the talents of his top-notch creative team . "
detected,"wilco fans will have a great time , and the movie should win the band a few new converts , too . "
detected,"tsai has a well-deserved reputation as one of the cinema world's great visual stylists , and in this film , every shot enhances the excellent performances . "
detected,the date movie that franz kafka would have made . 
detected,"the fact is that the screen is most alive when it seems most likely that broomfield's interviewees , or even himself , will not be for much longer . "
detected,leguizamo and jones are both excellent and the rest of the cast is uniformly superb . 
detected,i liked this film a lot . . . 
detected, . . . there is enough originality in 'life' to distance it from the pack of paint-by-number romantic comedies that so often end up on cinema screens . 
detected,a solid and refined piece of moviemaking imbued with passion and attitude . 
detected,"nettelbeck has crafted an engaging fantasy of flavours and emotions , one part romance novel , one part recipe book . "
detected,"with or without the sex , a wonderful tale of love and destiny , told well by a master storyteller"
detected,"on the surface a silly comedy , scotland , pa would be forgettable if it weren't such a clever adaptation of the bard's tragic play . "
detected,"a weird , arresting little ride . "
detected,"a fine film , but it would be a lot better if it stuck to betty fisher and left out the other stories . "
detected,"a first-class road movie that proves you can run away from home , but your ego and all your problems go with you . "
detected,"you might want to take a reality check before you pay the full ticket price to see  simone ,  and consider a dvd rental instead . "
